Locationid,RecipeName,PLU,Salesdate,Quantity,NetSalesPrice,CostPrice,Year,Month,Day,WeekDay,YearDay
352,Coleslaw,2584,2017-03-01 00:00:00.000,2,2.4879,0.34180649122807,2017,3,1,3,60
352,Coleslaw,2584,2017-03-03 00:00:00.000,2,3.20775,0.34180649122807,2017,3,3,5,62
352,Coleslaw,2584,2017-03-04 00:00:00.000,3,3.20903333333333,0.34180649122807,2017,3,4,6,63
352,Polenta Chips,2580,2017-03-02 00:00:00.000,1,2.8996,1.15836718494853,2017,3,2,4,61
352,Polenta Chips,2580,2017-03-01 00:00:00.000,1,3.62,1.15836718494853,2017,3,1,3,60
352,Polenta Chips,2580,2017-03-05 00:00:00.000,3,3.62,1.15836718494853,2017,3,5,0,64
352,Polenta Chips,2580,2017-03-04 00:00:00.000,8,3.623,1.15836718494853,2017,3,4,6,63
352,Polenta Chips,2580,2017-03-03 00:00:00.000,1,4.35,1.15836718494853,2017,3,3,5,62
352,Extra Goats Cheese (35g),2113,2017-03-01 00:00:00.000,1,1.4582,0.246756380012867,2017,3,1,3,60
352,Extra Goats Cheese (35g),2113,2017-03-05 00:00:00.000,1,1.4583,0.246756380012867,2017,3,5,0,64
352,Extra Fresh Red Chilli (20g),2128,2017-03-02 00:00:00.000,1,1.1664,0.133333333333333,2017,3,2,4,61
352,Extra Fresh Red Chilli (20g),2128,2017-03-03 00:00:00.000,1,1.4583,0.133333333333333,2017,3,3,5,62
352,Extra Fresh Red Chilli (20g),2128,2017-03-04 00:00:00.000,1,1.4585,0.133333333333333,2017,3,4,6,63
352,No Red Onion (28g),2077,2017-03-04 00:00:00.000,-2,0.3206,0.0281013967925504,2017,3,4,6,63
352,No Red Onion (28g),2077,2017-03-05 00:00:00.000,-1,0.3287,0.0281013967925504,2017,3,5,0,64
352,No Red Onion (28g),2077,2017-03-02 00:00:00.000,-1,0.3541,0.0281013967925504,2017,3,2,4,61
352,Olives Marinate,2538,2017-03-03 00:00:00.000,8,1.2728375,0.3156,2017,3,3,5,62
352,Olives Marinate,2538,2017-03-05 00:00:00.000,3,1.45833333333333,0.3156,2017,3,5,0,64
352,Olives Marinate,2538,2017-03-01 00:00:00.000,6,2.10275,0.3156,2017,3,1,3,60
352,Olives Marinate,2538,2017-03-04 00:00:00.000,14,2.24217857142857,0.3156,2017,3,4,6,63
352,Olives Marinate,2538,2017-03-02 00:00:00.000,6,2.33325,0.3156,2017,3,2,4,61
352,Decaf Double Espresso,2847,2017-03-02 00:00:00.000,1,0.8734,0.334496666666667,2017,3,2,4,61
352,Decaf Espresso,2848,2017-03-04 00:00:00.000,1,1.2032,0.173163333333333,2017,3,4,6,63
